dmu_id,farmer_id,year,basis,impact_category,impact_unit,seed_amount_kg_ha,seed_amount_kg_tonne,seed_factor_per_unit,seed_factor_unit,characterisation_sheet,single_score_file,sowing_total_impact
C1_2024,C1,2024,tonne,Water use,Pt,,38.5976130331,31715.821060000002,1 kg seed,,seeds_singlescore_1.json,1224154.9883009235
C2_2022,C2,2022,tonne,Acidification,Pt,,28.7621447058,0.01198496,1 kg seed,,seeds_singlescore_1.json,0.34471315381322476
C2_2022,C2,2022,tonne,Climate change,Pt,,28.7621447058,6016.38576,1 kg seed,,seeds_singlescore_1.json,173044.1578350345
C2_2022,C2,2022,tonne,Climate change - Biogenic,Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,Climate change - Fossil,Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,Climate change - Land use and LU change,Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,"Ecotoxicity, freshwater",Pt,,28.7621447058,22431.676919999998,1 kg seed,,seeds_singlescore_1.json,645183.1375667941
C2_2022,C2,2022,tonne,"Ecotoxicity, freshwater - inorganics",Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,"Ecotoxicity, freshwater - metals",Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,"Ecotoxicity, freshwater - organics",Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,"Eutrophication, freshwater",Pt,,28.7621447058,8.7756e-06,1 kg seed,,seeds_singlescore_1.json,0.0002524050770802185
C2_2022,C2,2022,tonne,"Eutrophication, marine",Pt,,28.7621447058,0.002909536,1 kg seed,,seeds_singlescore_1.json,0.0836844954587345
C2_2022,C2,2022,tonne,"Eutrophication, terrestrial",Pt,,28.7621447058,0.10404252,1 kg seed,,seeds_singlescore_1.json,2.9924860157960906
C2_2022,C2,2022,tonne,"Human toxicity, cancer",Pt,,28.7621447058,3.8458000000000003e-16,1 kg seed,,seeds_singlescore_1.json,1.1061345610956565e-14
C2_2022,C2,2022,tonne,"Human toxicity, cancer - inorganics",Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,"Human toxicity, cancer - metals",Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,"Human toxicity, cancer - organics",Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,"Human toxicity, non-cancer",Pt,,28.7621447058,4.3437799999999997e-13,1 kg seed,,seeds_singlescore_1.json,1.2493642893015993e-11
C2_2022,C2,2022,tonne,"Human toxicity, non-cancer - inorganics",Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,"Human toxicity, non-cancer - metals",Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,"Human toxicity, non-cancer - organics",Pt,,28.7621447058,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2022,C2,2022,tonne,Ionising radiation,Pt,,28.7621447058,5.252001,1 kg seed,,seeds_singlescore_1.json,151.0588127570063
C2_2022,C2,2022,tonne,Land use,Pt,,28.7621447058,16893889.2,1 kg seed,,seeds_singlescore_1.json,485904485.81415176
C2_2022,C2,2022,tonne,Ozone depletion,Pt,,28.7621447058,7.7848e-11,1 kg seed,,seeds_singlescore_1.json,2.2390754410571187e-09
C2_2022,C2,2022,tonne,Particulate matter,Pt,,28.7621447058,4.0509e-12,1 kg seed,,seeds_singlescore_1.json,1.1651257198872522e-10
C2_2022,C2,2022,tonne,Photochemical ozone formation,Pt,,28.7621447058,0.0065572,1 kg seed,,seeds_singlescore_1.json,0.18859913526487176
C2_2022,C2,2022,tonne,"Resource use, fossils",Pt,,28.7621447058,26916.417690000002,1 kg seed,,seeds_singlescore_1.json,774173.900561535
C2_2022,C2,2022,tonne,"Resource use, minerals and metals",Pt,,28.7621447058,1.8431999999999996e-08,1 kg seed,,seeds_singlescore_1.json,5.301438512173055e-07
C2_2022,C2,2022,tonne,Total,Pt,,28.7621447058,16980974.878934015,1 kg seed,,seeds_singlescore_1.json,488409256.7134548
C2_2022,C2,2022,tonne,Water use,Pt,,28.7621447058,31715.821060000002,1 kg seed,,seeds_singlescore_1.json,912215.0347909792
C2_2023,C2,2023,tonne,Acidification,Pt,,20.672491465,0.01198496,1 kg seed,,seeds_singlescore_1.json,0.24775898330836638
C2_2023,C2,2023,tonne,Climate change,Pt,,20.672491465,6016.38576,1 kg seed,,seeds_singlescore_1.json,124373.68327374755
C2_2023,C2,2023,tonne,Climate change - Biogenic,Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,Climate change - Fossil,Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,Climate change - Land use and LU change,Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,"Ecotoxicity, freshwater",Pt,,20.672491465,22431.676919999998,1 kg seed,,seeds_singlescore_1.json,463718.6496743375
C2_2023,C2,2023,tonne,"Ecotoxicity, freshwater - inorganics",Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,"Ecotoxicity, freshwater - metals",Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,"Ecotoxicity, freshwater - organics",Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,"Eutrophication, freshwater",Pt,,20.672491465,8.7756e-06,1 kg seed,,seeds_singlescore_1.json,0.00018141351610025398
C2_2023,C2,2023,tonne,"Eutrophication, marine",Pt,,20.672491465,0.002909536,1 kg seed,,seeds_singlescore_1.json,0.06014735812711024
C2_2023,C2,2023,tonne,"Eutrophication, terrestrial",Pt,,20.672491465,0.10404252,1 kg seed,,seeds_singlescore_1.json,2.1508181066970917
C2_2023,C2,2023,tonne,"Human toxicity, cancer",Pt,,20.672491465,3.8458000000000003e-16,1 kg seed,,seeds_singlescore_1.json,7.950226767609701e-15
C2_2023,C2,2023,tonne,"Human toxicity, cancer - inorganics",Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,"Human toxicity, cancer - metals",Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,"Human toxicity, cancer - organics",Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,"Human toxicity, non-cancer",Pt,,20.672491465,4.3437799999999997e-13,1 kg seed,,seeds_singlescore_1.json,8.97967549758377e-12
C2_2023,C2,2023,tonne,"Human toxicity, non-cancer - inorganics",Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,"Human toxicity, non-cancer - metals",Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,"Human toxicity, non-cancer - organics",Pt,,20.672491465,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2023,C2,2023,tonne,Ionising radiation,Pt,,20.672491465,5.252001,1 kg seed,,seeds_singlescore_1.json,108.57194584667147
