dmu_id,farmer_id,year,basis,impact_category,impact_unit,water_amount_m3_ha,water_amount_m3_tonne,water_factor_per_unit,water_factor_unit,characterisation_sheet,single_score_file,water_total_impact
C3_2022,C3,2022,tonne,Ozone depletion,kg CFC11 eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,Particulate matter,disease inc.,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,Photochemical ozone formation,kg NMVOC eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Resource use, fossils",MJ,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,"Resource use, minerals and metals",kg Sb eq,,2372.83,0.0,1 m3 water,18_chara,,0.0
C3_2022,C3,2022,tonne,Water use,m3 depriv.,,2372.83,49.6,1 m3 water,18_chara,,117692.368
C3_2023,C3,2023,tonne,Acidification,mol H+ eq,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,Climate change,kg CO2 eq,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,Climate change - Biogenic,kg CO2 eq,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,Climate change - Fossil,kg CO2 eq,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,Climate change - Land use and LU change,kg CO2 eq,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Ecotoxicity, freshwater",CTUe,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Ecotoxicity, freshwater - inorganics",CTUe,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Ecotoxicity, freshwater - metals",CTUe,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Ecotoxicity, freshwater - organics",CTUe,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Eutrophication, freshwater",kg P eq,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Eutrophication, marine",kg N eq,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Eutrophication, terrestrial",mol N eq,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Human toxicity, cancer",CTUh,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Human toxicity, cancer - inorganics",CTUh,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Human toxicity, cancer - metals",CTUh,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Human toxicity, cancer - organics",CTUh,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Human toxicity, non-cancer",CTUh,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Human toxicity, non-cancer - inorganics",CTUh,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Human toxicity, non-cancer - metals",CTUh,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,"Human toxicity, non-cancer - organics",CTUh,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,Ionising radiation,kBq U-235 eq,,1905.455,0.0,1 m3 water,18_chara,,0.0
C3_2023,C3,2023,tonne,Land use,Pt,,1905.455,0.0,1 m3 water,18_chara,,0.0
