dmu_id,farmer_id,year,n_kg_ha,crop_protection_kg_ai_ha,soil_operation_intensity_ha_ha,yield_kg_ha,cluster,PC1,PC2,PC3,PC4,variant
NT1_2023,NT1,2023,89.6,0.12,0.0,6490.0,2,-2.172542869352524,0.02536881998964195,-1.8249202525979977,-1.0310440626429693,winsor_p99
NT2_2023,NT2,2023,129.5,2.88,1.0,7310.0,2,-0.568717882370119,1.6759168108320237,-1.4420092796060908,1.5985785955913643,winsor_p99
C1_2024,C1,2024,129.0,1.3489650626,8.0,5003.366293122391,2,0.7524300669919812,-0.6208872565057932,1.6801192053636682,0.11664570548409743,winsor_p99
C2_2024,C2,2024,130.51,0.3735487078,5.0,7390.000000000001,2,-1.4552765206383247,-0.515080907822128,0.8382376902172982,0.021106479265400154,winsor_p99
C3_2024,C3,2024,114.4,0.4984941637,5.0,6445.882562594671,2,-0.9275598353556983,-0.6700628519646636,0.48698194075970985,-0.27148529953897826,winsor_p99
C4_2024,C4,2024,116.0,0.7220276498,6.0,8272.513615416841,2,-1.1912420845523226,-1.0795526842688878,0.861580703594823,0.7148491301453456,winsor_p99
C5_2024,C5,2024,93.58,1.9881376975,6.0,8199.280474040632,2,-0.12242390632905982,-1.0000111536358072,0.07817651181502809,1.6543052750391742,winsor_p99
C6_2024,C6,2024,127.6,1.4342641092,4.0,7250.000000000001,2,-0.8687657341398375,0.1809578228127232,0.09451879507423376,0.706259800455378,winsor_p99
C7_2024,C7,2024,140.41,1.7874966533,9.340000000000003,4224.524765729585,1,1.5571934011735091,-0.44985631736903436,2.2884664420877288,0.28902960289048263,winsor_p99
C8_2024,C8,2024,136.0,0.7515764546999999,5.0,3951.613667117727,2,-0.029532046612619645,0.25777367234003473,0.8035116653054232,-1.0282158862363164,winsor_p99
D1_2024,D1,2024,136.0,1.3285967742,5.0,5539.032258064516,2,-0.17763624390643076,0.2803969666249733,0.6569068783568951,0.04994796987613127,winsor_p99
D2_2024,D2,2024,106.0,1.22,5.0,6770.000000000001,2,-0.4761262791458514,-0.5835940482726757,0.12750060860886356,0.4130738588599867,winsor_p99
NT1_2024,NT1,2024,250.73200000000026,1.35,0.0,7110.0,3,-2.635370868020182,3.9111535118347023,0.9069828088873624,0.37252016308849556,winsor_p99
NT2_2024,NT2,2024,91.0,0.88,1.0,4770.0,2,-0.8223292248839795,0.35124658057393665,-1.6390158416094498,-1.0189108132170461,winsor_p99
