dmu_id,farmer_id,year,basis,impact_category,impact_unit,n_amount_kg_ha,p_amount_kg_ha,k_amount_kg_ha,n_amount_kg_tonne,p_amount_kg_tonne,k_amount_kg_tonne,n_factor_per_unit,p_factor_per_unit,k_factor_per_unit,n_factor_unit,p_factor_unit,k_factor_unit,n_characterisation_sheet,p_characterisation_sheet,k_characterisation_sheet,n_single_score_file,p_single_score_file,k_single_score_file,n_impact,p_impact,k_impact,fertilisation_total_impact
C8_2023,C8,2023,tonne,"Resource use, fossils",MJ,,,,13.47,7.85,7.85,46.52414,42.89925,42.33106,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,626.6801658,336.7591125,332.298821,1295.7380993000002
C8_2023,C8,2023,tonne,"Resource use, minerals and metals",kg Sb eq,,,,13.47,7.85,7.85,2.71e-05,5.39e-05,5.15e-05,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,0.000365037,0.000423115,0.00040427499999999995,0.001192427
C8_2023,C8,2023,tonne,Water use,m3 depriv.,,,,13.47,7.85,7.85,0.21489,1.587446,1.186461,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,2.8945683,12.461451099999998,9.313718849999999,24.669738249999995
C8_2024,C8,2024,tonne,Acidification,mol H+ eq,,,,34.43,15.19,0.0,0.057621,0.028972,0.018432,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,1.9838910299999999,0.44008468,0.0,2.4239757099999997
C8_2024,C8,2024,tonne,Climate change,kg CO2 eq,,,,34.43,15.19,0.0,3.754282,2.846359,2.817321,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,129.25992926,43.23619321,0.0,172.49612247000002
C8_2024,C8,2024,tonne,Climate change - Biogenic,kg CO2 eq,,,,34.43,15.19,0.0,0.001325,0.002609,0.002402,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,0.04561975,0.03963071,0.0,0.08525046
C8_2024,C8,2024,tonne,Climate change - Fossil,kg CO2 eq,,,,34.43,15.19,0.0,3.752439,2.829413,2.809194,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,129.19647476999998,42.97878347,0.0,172.17525823999998
C8_2024,C8,2024,tonne,Climate change - Land use and LU change,kg CO2 eq,,,,34.43,15.19,0.0,0.000518,0.014337,0.005725,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,0.01783474,0.21777903,0.0,0.23561377
C8_2024,C8,2024,tonne,"Ecotoxicity, freshwater",CTUe,,,,34.43,15.19,0.0,24.51813,397.7709,2018.182,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,844.1592158999999,6042.139971,0.0,6886.2991869
C8_2024,C8,2024,tonne,"Ecotoxicity, freshwater - inorganics",CTUe,,,,34.43,15.19,0.0,7.823272,76.92257,397.7561,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,269.35525496,1168.4538383,0.0,1437.8090932599998
